,song_link,id,release_year,duration_ms.x,explicit,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
176,https://open.spotify.com/track/04NGX0b5Tgs7VsErfn5OA1,04NGX0b5Tgs7VsErfn5OA1,2004,223004,FALSE,Vitamin R (Leading Us Along),56.0,0.481,0.88,4.0,-4.55,1.0,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,3.0
177,https://open.spotify.com/track/04NMWz4ctkuILV6mUR2iWp,04NMWz4ctkuILV6mUR2iWp,2020,209131,FALSE,Lie,69.0,0.718,0.483,8.0,-6.596,1.0,0.0381,0.387,0.000208,0.124,0.29,103.997,4.0
179,https://open.spotify.com/track/04QTBqa3IA4ZAKEuqRPzEH,04QTBqa3IA4ZAKEuqRPzEH,2013,438493,TRUE,"PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)",60.0,0.443,0.576,1.0,-8.696,0.0,0.2,0.0715,0.0193,0.41,0.128,151.835,4.0
186,https://open.spotify.com/track/04z06240Vjb63T2eow1TX8,04z06240Vjb63T2eow1TX8,2020,211093,TRUE,dirty elevator music,49.0,0.596,0.819,1.0,-7.779,1.0,0.477,0.217,0.0,0.286,0.65,82.843,4.0
187,https://open.spotify.com/track/04Z7SdStjppFJPMTHWWho4,04Z7SdStjppFJPMTHWWho4,2020,114834,FALSE,Brekke Manor Son,49.0,0.66,0.479,4.0,-19.612,0.0,0.0295,0.61,0.972,0.128,0.745,109.971,4.0
188,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,04ZTP5KsCypmtCmQg5tH9R,2018,195519,FALSE,I'm a Mess,78.0,0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,4.0
189,https://open.spotify.com/track/052vSBPxqdmYRDlkSPiavc,052vSBPxqdmYRDlkSPiavc,2015,239080,TRUE,Cry Baby,68.0,0.686,0.691,5.0,-4.616,0.0,0.0371,0.257,0.0,0.145,0.477,95.046,4.0
190,https://open.spotify.com/track/057sdYirt745dVbe48m7Hl,057sdYirt745dVbe48m7Hl,2018,128769,TRUE,WAKA,64.0,0.772,0.812,0.0,-3.995,0.0,0.153,0.0834,0.0,0.115,0.655,97.407,4.0
191,https://open.spotify.com/track/0588kHJ34DF7ZvTyuo4Dnk,0588kHJ34DF7ZvTyuo4Dnk,2015,250546,TRUE,"They Don't Love You No More (feat. Jay-Z, Meek Mill, Rick Ross & French Montana)",50.0,0.365,0.774,1.0,-3.701,1.0,0.259,0.0126,0.0,0.357,0.398,89.1,4.0
192,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,059bcIhyc2SBwm6sw2AZzd,2018,231848,FALSE,Te Vi,79.0,0.877,0.777,1.0,-4.246,1.0,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,4.0
193,https://open.spotify.com/track/05And5JRQJeIaMASE5D9Nj,05And5JRQJeIaMASE5D9Nj,2017,162213,TRUE,4Peat,60.0,0.914,0.515,1.0,-9.934,1.0,0.356,0.0031,0.0,0.105,0.215,150.016,4.0
195,https://open.spotify.com/track/05b94NgTfntKGZra5TMEcx,05b94NgTfntKGZra5TMEcx,2020,197022,TRUE,Intercourse (feat. Popcaan & Mustard),67.0,0.562,0.605,3.0,-6.082,0.0,0.353,0.058,0.0,0.156,0.433,98.017,4.0
196,https://open.spotify.com/track/05BgC2247XGi8ySwBzOO0o,05BgC2247XGi8ySwBzOO0o,2015,209920,FALSE,Heartbeat,58.0,0.54,0.766,1.0,-4.478,1.0,0.05,0.606,0.0,0.0903,0.435,139.999,4.0
197,https://open.spotify.com/track/05bhmaAD1urZnQMWNd6p3S,05bhmaAD1urZnQMWNd6p3S,2015,63558,FALSE,Schuyler Defeated,65.0,0.745,0.597,0.0,-10.422,1.0,0.257,0.236,0.0,0.157,0.842,102.108,4.0
198,https://open.spotify.com/track/05bnEv2dpFzmGVLGdjD9UP,05bnEv2dpFzmGVLGdjD9UP,2017,163840,TRUE,Orlando,67.0,0.57,0.0279,1.0,-22.282,1.0,0.0588,0.859,0.0892,0.254,0.28,84.902,4.0
199,https://open.spotify.com/track/05BTaDBhGylMDjupCczCwC,05BTaDBhGylMDjupCczCwC,1971,285053,FALSE,Misty Mountain Hop - Alternate Mix,52.0,0.488,0.892,2.0,-7.131,1.0,0.0496,0.0763,0.486,0.266,0.675,132.554,4.0
200,https://open.spotify.com/track/05CrK6Q5VGtfPDtyQFJ4Kf,05CrK6Q5VGtfPDtyQFJ4Kf,2013,226330,FALSE,Sad Song (feat. Elena Coats),74.0,0.512,0.526,1.0,-5.44,1.0,0.0251,0.0724,0.0,0.0675,0.249,85.024,4.0
201,https://open.spotify.com/track/05f8Hg3RSfiPSCBQOtxl3i,05f8Hg3RSfiPSCBQOtxl3i,1971,428851,FALSE,When the Levee Breaks - Remaster,63.0,0.271,0.766,5.0,-8.03,1.0,0.0329,0.00217,0.52,0.0707,0.803,142.914,4.0
203,https://open.spotify.com/track/05FVfijKq0kvZyZdsYnYuG,05FVfijKq0kvZyZdsYnYuG,2020,168578,FALSE,Far Away,58.0,0.682,0.107,2.0,-18.042,1.0,0.0608,0.806,0.935,0.0925,0.0685,83.982,4.0
204,https://open.spotify.com/track/05Iawel3maRW3mSHYmXxMZ,05Iawel3maRW3mSHYmXxMZ,1996,317800,TRUE,Can't Knock The Hustle,54.0,0.78,0.378,7.0,-11.481,1.0,0.464,0.197,0.0,0.0782,0.579,94.895,4.0
206,https://open.spotify.com/track/05iMQqncVBIm4AE26EvaTL,05iMQqncVBIm4AE26EvaTL,2003,193373,FALSE,Andar Conmigo,69.0,0.77,0.585,0.0,-8.06,1.0,0.0285,0.3,0.0,0.116,0.912,116.994,4.0
208,https://open.spotify.com/track/05j6LjbEdFWbASJUn9yOBX,05j6LjbEdFWbASJUn9yOBX,2015,176373,FALSE,Johnny Boy's Bones,57.0,0.443,0.616,7.0,-7.193,0.0,0.0543,0.112,0.00219,0.0834,0.574,110.028,4.0
209,https://open.spotify.com/track/05JdgtCKkZ5CoOjM5KS4EG,05JdgtCKkZ5CoOjM5KS4EG,2019,198693,TRUE,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",60.0,0.79,0.88,7.0,-1.983,1.0,0.376,0.324,0.0,0.0829,0.857,175.013,4.0
211,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,05mAIVLkIWc2d1UBYZBCp8,2018,189000,FALSE,1999,64.0,0.739,0.742,7.0,-4.586,1.0,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,4.0
213,https://open.spotify.com/track/05MHAyxtazO0FYIMYREG6O,05MHAyxtazO0FYIMYREG6O,2006,224533,FALSE,Un Viaje Largo,60.0,0.679,0.335,7.0,-8.21,1.0,0.0293,0.56,0.0,0.112,0.188,129.935,4.0
214,https://open.spotify.com/track/05nB8pRwwbKA2fsKK1nOyE,05nB8pRwwbKA2fsKK1nOyE,2016,246360,TRUE,Perkys Calling,61.0,0.779,0.547,9.0,-7.869,1.0,0.51,0.0179,0.0,0.101,0.0993,156.131,4.0
217,https://open.spotify.com/track/05OduOuhsAUhSxnuJPG4uN,05OduOuhsAUhSxnuJPG4uN,2020,70191,FALSE,Fall Snippet,51.0,0.674,0.293,0.0,-21.697,1.0,0.0361,0.194,0.947,0.17,0.725,143.025,4.0
218,https://open.spotify.com/track/05oETzWbd4SI33qK2gbJfR,05oETzWbd4SI33qK2gbJfR,1975,252773,FALSE,Rhiannon,73.0,0.723,0.49,9.0,-14.745,0.0,0.0296,0.111,0.0946,0.0923,0.795,129.012,4.0
221,https://open.spotify.com/track/05PFB9zqsoUv0vFpgGtyWq,05PFB9zqsoUv0vFpgGtyWq,2020,172711,FALSE,Used To,57.0,0.711,0.695,9.0,-6.112,1.0,0.191,0.212,0.00046,0.208,0.359,171.942,4.0
222,https://open.spotify.com/track/05pKAafT85jeeNhZ6kq7HT,05pKAafT85jeeNhZ6kq7HT,2012,240165,FALSE,I Won't Give Up,68.0,0.585,0.303,4.0,-10.058,1.0,0.0398,0.694,0.0,0.115,0.142,136.703,3.0
224,https://open.spotify.com/track/05QquCUFrpkKTHz5Sy09nc,05QquCUFrpkKTHz5Sy09nc,2015,225705,TRUE,Wash It All Away,62.0,0.486,0.984,4.0,-3.619,1.0,0.0717,2.26e-05,0.0,0.28,0.277,123.64,4.0
225,https://open.spotify.com/track/05RgAMGypEvqhNs5hPCbMS,05RgAMGypEvqhNs5hPCbMS,1984,210226,FALSE,Panama - 2015 Remaster,74.0,0.527,0.978,8.0,-5.436,1.0,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,4.0
226,https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE,05SBRd4fXgn8FX7bf8BCAE,2012,234506,FALSE,I Need Your Love (feat. Ellie Goulding),71.0,0.695,0.869,8.0,-5.066,1.0,0.0483,0.41,0.0,0.237,0.58,124.989,4.0
227,https://open.spotify.com/track/05Sgj1Hx03ZXc57gsV1kfX,05Sgj1Hx03ZXc57gsV1kfX,2006,241840,TRUE,It's Goin' Down (feat. Nitti),65.0,0.888,0.577,1.0,-7.702,0.0,0.0612,0.0986,0.0,0.131,0.609,84.003,4.0
228,https://open.spotify.com/track/05t8QbXnq2d15Vr8RqtlZU,05t8QbXnq2d15Vr8RqtlZU,2020,219790,FALSE,Upside Down,57.0,0.83,0.428,1.0,-7.103,0.0,0.0513,0.177,0.000298,0.0717,0.64,94.099,4.0
230,https://open.spotify.com/track/05uGBKRCuePsf43Hfm0JwX,05uGBKRCuePsf43Hfm0JwX,1973,226666,FALSE,Brain Damage,65.0,0.322,0.265,2.0,-13.398,1.0,0.0302,0.0726,0.34,0.366,0.207,133.577,4.0
231,https://open.spotify.com/track/05v5mPkLAOoa7M5tnXXOwq,05v5mPkLAOoa7M5tnXXOwq,2019,210279,TRUE,Time,63.0,0.46,0.771,9.0,-7.088,0.0,0.328,0.518,0.000197,0.0774,0.296,88.83,4.0
233,https://open.spotify.com/track/05vOO3lOjpYGTj0W7W4RtU,05vOO3lOjpYGTj0W7W4RtU,2020,243949,FALSE,La Jolla,60.0,0.55,0.132,0.0,-29.982,1.0,0.0544,0.948,0.722,0.282,0.107,120.989,4.0
236,https://open.spotify.com/track/063qow4RjDwBiTlZZx521P,063qow4RjDwBiTlZZx521P,2016,213440,TRUE,Soy Quien Soy,62.0,0.772,0.77,2.0,-3.528,1.0,0.0431,0.157,0.0,0.0685,0.463,95.463,4.0
237,https://open.spotify.com/track/064SVQsmWl5EF0zahmzkQk,064SVQsmWl5EF0zahmzkQk,1976,198760,FALSE,Let Your Love Flow,70.0,0.679,0.553,3.0,-14.687,1.0,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,4.0
238,https://open.spotify.com/track/065bY5WrLvI3NN9VCK0QLe,065bY5WrLvI3NN9VCK0QLe,2020,135020,TRUE,Jerk,66.0,0.521,0.707,9.0,-4.101,0.0,0.0428,0.0327,0.000164,0.227,0.298,159.824,4.0
240,https://open.spotify.com/track/065WC0FgiI4zX3VkpqCpDF,065WC0FgiI4zX3VkpqCpDF,2014,402880,FALSE,Let Your Power Fall (feat. Zacardi Cortez),43.0,0.285,0.713,1.0,-4.07,1.0,0.0493,0.626,0.0,0.0522,0.347,83.704,4.0
241,https://open.spotify.com/track/06ccOZxagoqk4oc0cGaJw7,06ccOZxagoqk4oc0cGaJw7,2018,303746,FALSE,Mad Hatter,55.0,0.415,0.956,7.0,-4.517,0.0,0.0677,0.00214,5.82e-05,0.0718,0.138,151.987,4.0
243,https://open.spotify.com/track/06EgH8BdWW9QRrlI6ZVQhW,06EgH8BdWW9QRrlI6ZVQhW,2010,245640,FALSE,El Amor Que Perdimos,61.0,0.796,0.82,8.0,-3.094,1.0,0.0357,0.025,1.37e-05,0.0788,0.885,126.028,4.0
248,https://open.spotify.com/track/06ioYJ99HHjzRk8HrGfkKS,06ioYJ99HHjzRk8HrGfkKS,2019,155866,FALSE,Drugs,71.0,0.883,0.415,6.0,-8.571,0.0,0.174,0.35,0.0,0.063,0.318,76.986,4.0
250,https://open.spotify.com/track/06JmNnH3iXKENNRKifqu0v,06JmNnH3iXKENNRKifqu0v,2018,214240,FALSE,Love Like This,67.0,0.637,0.129,2.0,-11.89,1.0,0.0405,0.903,0.0,0.107,0.368,139.742,4.0
251,https://open.spotify.com/track/06kxa3al7bUqRRo5nAFduZ,06kxa3al7bUqRRo5nAFduZ,2020,222400,FALSE,Nightlight,76.0,0.494,0.651,11.0,-4.127,0.0,0.0384,0.0819,0.0,0.104,0.162,149.979,4.0
253,https://open.spotify.com/track/06mzeP9GQNSHWd1Nh2C5FM,06mzeP9GQNSHWd1Nh2C5FM,2019,166213,FALSE,MIDDLE OF THE NIGHT,51.0,0.737,0.764,0.0,-5.511,1.0,0.0947,0.111,0.0,0.0423,0.924,92.044,4.0
254,https://open.spotify.com/track/06p2Ij0lXD45LODQDCov0u,06p2Ij0lXD45LODQDCov0u,2004,237026,FALSE,Rosas,61.0,0.783,0.693,9.0,-5.056,1.0,0.027,0.622,8.3e-06,0.109,0.528,106.991,4.0
255,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1,06s3QtMJVXw1AJX3UfvZG1,2020,246000,TRUE,Hasta Que Dios Diga,85.0,0.691,0.765,8.0,-4.727,1.0,0.111,0.464,3.29e-06,0.203,0.855,174.021,4.0
256,https://open.spotify.com/track/06scTb0zbkxYNgpAB3J9fN,06scTb0zbkxYNgpAB3J9fN,2020,183142,TRUE,B.I.T.C.H.,65.0,0.742,0.731,11.0,-4.362,0.0,0.306,0.0851,0.0,0.131,0.547,174.019,4.0
257,https://open.spotify.com/track/06u5LrUpbosQlQ1QJFhPpG,06u5LrUpbosQlQ1QJFhPpG,2017,231400,TRUE,Drew Barrymore,70.0,0.578,0.523,0.0,-5.538,0.0,0.0429,0.493,0.0,0.147,0.29,134.931,4.0
259,https://open.spotify.com/track/06UOL50QYtDR5l06ohu88m,06UOL50QYtDR5l06ohu88m,2015,213622,TRUE,I Know There's Gonna Be (Good Times),54.0,0.657,0.597,11.0,-9.919,0.0,0.168,0.12,0.0,0.477,0.486,89.606,4.0
260,https://open.spotify.com/track/06wlFUDDfck4732GJz6LvZ,06wlFUDDfck4732GJz6LvZ,2020,144500,FALSE,Jars of It,50.0,0.658,0.796,11.0,-7.328,1.0,0.0318,0.0207,0.744,0.228,0.961,93.034,4.0
261,https://open.spotify.com/track/06WnUZymWyJamDivTWqJZA,06WnUZymWyJamDivTWqJZA,2013,221894,FALSE,Drop The Game,69.0,0.559,0.67,7.0,-4.985,1.0,0.0474,0.592,0.000184,0.171,0.438,78.957,4.0
264,https://open.spotify.com/track/07132w7OGREkVmxRFdpNxI,07132w7OGREkVmxRFdpNxI,2020,174158,FALSE,Quiet,51.0,0.426,0.27,2.0,-21.091,1.0,0.0346,0.057,0.917,0.0995,0.758,159.99,4.0
265,https://open.spotify.com/track/071vIYET9TwOO3SiJPQvnu,071vIYET9TwOO3SiJPQvnu,2020,135157,TRUE,What You Sayin,50.0,0.819,0.2,9.0,-17.442,1.0,0.0499,0.668,0.0339,0.116,0.0997,102.331,4.0
267,https://open.spotify.com/track/0755vnFQZLSgHHWbR1qCjY,0755vnFQZLSgHHWbR1qCjY,2014,391906,TRUE,Rocket,61.0,0.495,0.403,1.0,-9.731,1.0,0.301,0.5,0.0,0.7,0.555,140.415,3.0
269,https://open.spotify.com/track/078C2jXg7XsMgW78Gfx1JA,078C2jXg7XsMgW78Gfx1JA,2015,334363,TRUE,SMUCKERS (feat. Lil Wayne & Kanye West),63.0,0.427,0.849,7.0,-2.945,1.0,0.348,0.015,0.00373,0.153,0.55,79.155,4.0
271,https://open.spotify.com/track/07BnMSbUANs8DDRZ1HDoy8,07BnMSbUANs8DDRZ1HDoy8,2017,200682,FALSE,Times We Had,59.0,0.752,0.571,7.0,-8.765,1.0,0.084,0.0939,0.0,0.0797,0.408,135.917,4.0
273,https://open.spotify.com/track/07c66SO9kYqa5GSmvLsQZy,07c66SO9kYqa5GSmvLsQZy,2020,208966,FALSE,Smoke Signals (feat. Tessa Violet),59.0,0.573,0.16,8.0,-16.587,0.0,0.037,0.933,0.000111,0.109,0.246,104.708,4.0
274,https://open.spotify.com/track/07CkykvsXu7V8QNpSDgkO3,07CkykvsXu7V8QNpSDgkO3,2020,250480,FALSE,"Vesperae solennes de confessore, K. 339: V. Laudate dominum",1.0,0.0988,0.157,5.0,-18.606,1.0,0.0394,0.913,0.929,0.108,0.0543,86.133,5.0
276,https://open.spotify.com/track/07gBzmjGi280njAEURIW66,07gBzmjGi280njAEURIW66,2020,255223,FALSE,Gaisma,19.0,0.572,0.983,7.0,-4.478,1.0,0.0609,0.00214,0.755,0.632,0.35,134.012,4.0
278,https://open.spotify.com/track/07HeFSqsEGq4eWyerDrW1a,07HeFSqsEGq4eWyerDrW1a,2014,199112,FALSE,Back Home,62.0,0.621,0.827,11.0,-7.309,1.0,0.0454,0.0409,0.0,0.0815,0.65,99.979,4.0
279,https://open.spotify.com/track/07hnQE1vzVyzLc4UPVzift,07hnQE1vzVyzLc4UPVzift,2020,230812,FALSE,Hole (Kakashi Rap) [feat. Zach Boucher],46.0,0.718,0.358,10.0,-12.485,0.0,0.0841,0.527,0.000397,0.692,0.0764,79.942,4.0
281,https://open.spotify.com/track/07ipXN6CNTw34qwSYePKpg,07ipXN6CNTw34qwSYePKpg,2018,205791,FALSE,Summer on You,68.0,0.811,0.447,4.0,-6.55,1.0,0.0414,0.636,0.0,0.462,0.694,99.995,4.0
283,https://open.spotify.com/track/07KL2QUK4ghK0BzyrPGqsg,07KL2QUK4ghK0BzyrPGqsg,2017,142853,TRUE,Far,49.0,0.731,0.587,6.0,-7.323,1.0,0.0565,0.0209,0.0,0.117,0.545,136.001,4.0
284,https://open.spotify.com/track/07kVZ1qwwabZOAoiUvXEbA,07kVZ1qwwabZOAoiUvXEbA,2019,154017,TRUE,Oppa Stoppa,44.0,0.885,0.526,1.0,-10.115,1.0,0.584,0.382,0.0,0.291,0.697,146.119,4.0
285,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,07KXEDMj78x68D884wgVEm,2019,220486,TRUE,High Fashion (feat. Mustard),82.0,0.831,0.499,11.0,-8.442,0.0,0.114,0.269,0.0,0.3,0.511,97.956,4.0
286,https://open.spotify.com/track/07KYRDFf8Q6sqj4PWCP9vh,07KYRDFf8Q6sqj4PWCP9vh,1991,230266,FALSE,It's Five O'Clock Somewhere,62.0,0.713,0.768,2.0,-6.702,1.0,0.0363,0.22,0.0,0.177,0.878,125.203,4.0
288,https://open.spotify.com/track/07m8PuXxxv5J4qPEDq6ZkK,07m8PuXxxv5J4qPEDq6ZkK,2015,243933,FALSE,Brand New,66.0,0.555,0.934,9.0,-5.04,1.0,0.113,0.00268,0.0,0.122,0.422,144.874,4.0
290,https://open.spotify.com/track/07mnxqYqssab1EEBynCuQ4,07mnxqYqssab1EEBynCuQ4,2020,169254,FALSE,Gone Too Soon,67.0,0.529,0.723,4.0,-6.022,0.0,0.035,0.0175,0.0,0.364,0.459,119.942,4.0
291,https://open.spotify.com/track/07MoH0YDWMY1vRjzZhNQ79,07MoH0YDWMY1vRjzZhNQ79,2020,129821,TRUE,Winning,64.0,0.846,0.593,2.0,-12.495,1.0,0.439,0.616,0.000545,0.0703,0.248,120.083,4.0
292,https://open.spotify.com/track/07MZXSRBs5DJxYZiRTFJe8,07MZXSRBs5DJxYZiRTFJe8,2017,139911,FALSE,Sleep Next to Me,50.0,0.627,0.381,0.0,-16.901,1.0,0.0743,0.625,0.922,0.124,0.403,172.004,3.0
293,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,07nH4ifBxUB4lZcsf44Brn,2014,212960,FALSE,Blame (feat. John Newman),75.0,0.414,0.857,0.0,-4.078,0.0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4.0
294,https://open.spotify.com/track/07oEhupOk5Q6M4z2rp9IzC,07oEhupOk5Q6M4z2rp9IzC,2020,106297,TRUE,X-Plain,38.0,0.38,0.888,6.0,-8.362,0.0,0.0422,4.5e-06,0.934,0.0804,0.885,185.03,4.0
295,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,07Oz5StQ7GRoygNLaXs2pd,2019,159011,FALSE,Good as Hell (feat. Ariana Grande) - Remix,76.0,0.668,0.892,5.0,-3.001,0.0,0.0645,0.298,0.0,0.735,0.478,95.927,4.0
299,https://open.spotify.com/track/07sOl7WsmCaUqaJaRn9Dss,07sOl7WsmCaUqaJaRn9Dss,2013,261320,TRUE,Type of Way,57.0,0.846,0.497,6.0,-10.174,0.0,0.419,0.146,0.0,0.0733,0.796,134.875,4.0
302,https://open.spotify.com/track/07VBqWH6NG8L2ad3l84UKk,07VBqWH6NG8L2ad3l84UKk,2015,205280,FALSE,R.I.P. 2 My Youth,70.0,0.353,0.686,7.0,-5.704,0.0,0.0534,0.00216,0.0,0.123,0.177,94.47,4.0
303,https://open.spotify.com/track/07vS8obfeZbr8H4MgQfXR7,07vS8obfeZbr8H4MgQfXR7,2018,220812,FALSE,Friday I’m In Love - Recorded at Spotify Studios N,67.0,0.373,0.123,7.0,-15.193,1.0,0.0407,0.948,0.0,0.0816,0.138,97.129,4.0
304,https://open.spotify.com/track/07WLrVRWqGSg3NG3K5B9FC,07WLrVRWqGSg3NG3K5B9FC,2017,191780,FALSE,Monsun Rain Fall,66.0,0.193,0.0541,1.0,-21.535,1.0,0.139,1.54e-06,0.975,0.378,0.0261,82.113,4.0
305,https://open.spotify.com/track/07ZQLYn9x4x3L3vxStc1zr,07ZQLYn9x4x3L3vxStc1zr,2020,168986,FALSE,Stacy,72.0,0.744,0.556,8.0,-6.97,1.0,0.0375,0.0858,0.0,0.1,0.505,105.006,4.0
307,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,086myS9r57YsLbJpU0TgK9,2013,161123,FALSE,Why'd You Only Call Me When You're High?,83.0,0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4.0
309,https://open.spotify.com/track/08AJ0xQv5LRZsvXf1Jkr2y,08AJ0xQv5LRZsvXf1Jkr2y,2019,217000,TRUE,Gym Class,74.0,0.622,0.347,8.0,-13.292,1.0,0.0649,0.507,0.00421,0.0841,0.0757,75.512,4.0
310,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ,08aYFNUTIOMGq93e2VSArQ,2019,225600,FALSE,Que Le De,66.0,0.77,0.75,0.0,-2.715,1.0,0.0785,0.19,0.0,0.0618,0.609,99.997,4.0
311,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,08bNPGLD8AhKpnnERrAc6G,2018,202620,TRUE,FRIENDS,81.0,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,4.0
314,https://open.spotify.com/track/08E36tiKsDuhBLyyToRXO3,08E36tiKsDuhBLyyToRXO3,2020,165346,FALSE,Hurt Me More,46.0,0.731,0.436,1.0,-9.328,0.0,0.163,0.182,1.53e-06,0.0754,0.365,90.38,4.0
315,https://open.spotify.com/track/08ELAHAbjyKUfwMF7acdAN,08ELAHAbjyKUfwMF7acdAN,2020,160800,FALSE,Voyager #2,59.0,0.191,0.186,0.0,-21.8,1.0,0.0511,0.506,0.943,0.106,0.05,70.291,4.0
317,https://open.spotify.com/track/08fsjbOK2ruSfbBTcmEZHZ,08fsjbOK2ruSfbBTcmEZHZ,2011,300837,FALSE,Mona Ki Ngi Xica,56.0,0.648,0.17,6.0,-16.58,0.0,0.114,0.94,0.371,0.106,0.64,95.359,4.0
318,https://open.spotify.com/track/08h8ICqh9extUqzotddLRQ,08h8ICqh9extUqzotddLRQ,2017,208040,FALSE,"Saint-Saëns / Transcr. Vidal: Le carnaval des animaux, R. 125: XIII. Le cygn",55.0,0.193,0.0329,7.0,-28.228,1.0,0.046,0.972,0.929,0.0978,0.0366,82.165,3.0
319,https://open.spotify.com/track/08HPWLi0YmRUStJzkQ1ffh,08HPWLi0YmRUStJzkQ1ffh,2020,205116,FALSE,Stuck On You,72.0,0.599,0.449,7.0,-7.423,1.0,0.0529,0.161,2.66e-05,0.107,0.143,158.0,3.0
323,https://open.spotify.com/track/08jrrhjtzeklTU2tlyDixR,08jrrhjtzeklTU2tlyDixR,2020,123921,TRUE,Mask On,60.0,0.627,0.685,1.0,-6.296,0.0,0.23,0.179,0.0,0.107,0.566,78.858,4.0
324,https://open.spotify.com/track/08Kj0lvbsqAxzeUOBYZRL6,08Kj0lvbsqAxzeUOBYZRL6,2018,165618,FALSE,Good Nights (feat. Mascolo),67.0,0.849,0.483,6.0,-7.114,0.0,0.291,0.443,0.000141,0.0786,0.282,101.015,4.0
325,https://open.spotify.com/track/08KTQSs3ickNki7FFTb6fY,08KTQSs3ickNki7FFTb6fY,2006,187385,FALSE,The Cult of Dionysus,66.0,0.661,0.836,1.0,-4.079,0.0,0.0297,0.00615,0.0,0.032,0.799,137.507,4.0
327,https://open.spotify.com/track/08l1JURDZhRhQsOM1OTL8w,08l1JURDZhRhQsOM1OTL8w,2013,73386,TRUE,III. Urn,54.0,0.594,0.445,0.0,-12.759,0.0,0.073,0.623,0.00235,0.0731,0.399,140.034,4.0
328,https://open.spotify.com/track/08LKVScHdTYS9LfwWohVgR,08LKVScHdTYS9LfwWohVgR,2020,222500,TRUE,Battlefields,54.0,0.608,0.977,10.0,-2.469,0.0,0.321,0.000763,0.185,0.406,0.307,150.037,4.0
330,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj,08mG3Y1vljYA6bvDt4Wqkj,1980,255493,FALSE,Back In Black,84.0,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,4.0
331,https://open.spotify.com/track/08onVqQ8YicJ98Ycm1qoLf,08onVqQ8YicJ98Ycm1qoLf,1981,271200,FALSE,Urgent,59.0,0.855,0.803,4.0,-5.849,0.0,0.0316,0.342,0.00732,0.0841,0.962,114.867,4.0
332,https://open.spotify.com/track/08pnZCD7bB3voKAA3ShGTw,08pnZCD7bB3voKAA3ShGTw,2020,168750,TRUE,Trap - Rompasso Remix,63.0,0.694,0.739,5.0,-5.457,1.0,0.185,0.0225,9.11e-06,0.507,0.222,128.049,4.0
333,https://open.spotify.com/track/08q2CrXYf1ZaMbcKViPdVA,08q2CrXYf1ZaMbcKViPdVA,2012,262566,FALSE,JOJO SONO CHINO SADAME,66.0,0.429,0.979,7.0,-2.204,0.0,0.119,0.0986,2.32e-06,0.302,0.434,146.145,4.0
336,https://open.spotify.com/track/08TILUAN56HJoS1d9mNRty,08TILUAN56HJoS1d9mNRty,2020,170641,TRUE,Circles,76.0,0.842,0.789,6.0,-8.733,0.0,0.178,0.0265,0.0,0.355,0.795,111.113,4.0
337,https://open.spotify.com/track/08tq1XcHwVt5PHXUo87i0D,08tq1XcHwVt5PHXUo87i0D,2018,169920,FALSE,All To Myself,69.0,0.646,0.781,1.0,-4.616,1.0,0.0313,0.208,0.0,0.125,0.565,94.975,4.0
338,https://open.spotify.com/track/08TvXzt1TIVVQyIoQphndN,08TvXzt1TIVVQyIoQphndN,2017,142055,TRUE,Oxygen,66.0,0.691,0.507,1.0,-11.035,0.0,0.0442,0.0273,0.000856,0.113,0.15,119.977,4.0
339,https://open.spotify.com/track/08uAkxE1DJrt2LxQJvRTSL,08uAkxE1DJrt2LxQJvRTSL,2020,31883,FALSE,963 hz Enhanced Lucid Dreaming (Loop),50.0,0.197,0.0145,0.0,-35.189,0.0,0.059,0.995,0.985,0.111,0.503,82.474,1.0
